cluster_id,cluster_label,id,title,description_snippet,sim,confidence,videoCount
c12,Cut / Pro / Final,UCkRhsBbu0tvQrXBtvpl0kIg,Peaches Skin Care,"We want to help you love the skin you're in.  You don't need makeup or foundation to cover up your skin if you take care of it properly, and that's what we're here to help you with.    Our belief is simple - no peels, no lasers, no injectables, no pills, no foundation - only non invasive procedures.  We strive to make your skin radiant and beautiful through natural methods.  Our regiment works so that your skin doesn’t have to be covered up, pulled back, scraped, burned, or chemically changed in…",0.153,0.087,604
c07,Make / Matt / Money,UCI6GYwCv9ZFkoiUgobwcLzQ,Performance AI,Here at Performance AI we strive to help you get the most out of your Tech.  More than that we are always going to show you new ways to make your life easier and make more money with AI.  Thank you for your support!,0.307,0.204,35
c11,Music / Jazz / Productions,UC4hELpI0Zw3t7ASEGkgkmZA,Peter Barber,"Professional singer, music producer, YouTuber, and 1/4 of The Bass Gang.",0.248,0.187,779
c05,Business / Digital / Inquiries,UCaPZyvqGjmxdTUYhyf1zEkQ,Peter Leyden,"Peter Leyden is an expert on new technologies and trends shaping the future.    Leyden worked for a series of innovative organizations that helped reinvent the fields of media, business and politics: He was managing editor at the original Wired Magazine that introduced the world to the digital revolution. He worked at Global Business Network, the pioneering think tank helping corporations plan for the future. He was founding director of the New Politics Institute that helped those in Washington …",0.185,0.11,79
c12,Cut / Pro / Final,UCtM-xct7QQx0dL-swaMzYbg,Peter Lindgren,"Welcome to the channel! I usually talk about videography, photography or Final Cut Pro. And occasionally i do a review about camera gear or drop a vlog for you to enjoy.   I am really humbled that there are so many of you that wanna be a part of the community, so if you're new here, welcome!  I really hope you'll enjoy the content!",0.266,0.154,676
c14,Gardening / Garden / Show,UCXElBPBCkhdDWMmCPMFq_6A,Peter Makholm,Peter Makholm petermakholm   PETER MAKHOLM  I am a video creator and gimbal operator.  My filmmaking evolves around cinematic motion. I create gimbal tutorials and how to videos about cinematic gimbal movements. I am the founder of the GimbalAcademy.com and I just love teaching others how to become a better filmmaker.,0.139,0.059,216
c03,Com / Www / Facebook,UC3DkFux8Iv-aYnTRWzwaiBA,Peter McKinnon,"All things photography, video and being creative with a few too many coffees! For all business related inquiries, please visit www.petermckinnon.com",0.312,0.163,767
c11,Music / Jazz / Productions,UCbOh7f6EoY4K-2Vvii-17xg,PHANTOM,PHANTOM A ROMEO & CO. MUSIC PROJECT,0.21,0.194,197
c10,Photography / Tutorials / Nick,UC9n0tUXP7QB5ALfg3PFO19A,Photography Pro,Let's be honest... You didn’t buy an expensive camera to take photos on Auto mode forever.   Photography Pro shares photography hacks to get you off the Auto Mode forever. Our practical photography tutorials will help you avoid costly photography mistakes. We also provide photography tips so you can go from being a beginner photographer to taking stunning photos.,0.474,0.33,24
c12,Cut / Pro / Final,UCdQ_ZkYaMe6qPoueUyPQgpQ,Photoshop Training Channel,"Photoshop Tutorials for beginners.   Hi, I'm Jesus Ramirez! I'm here to help you learn Adobe Photoshop and Lightroom!   The Photoshop Training Channel (PTC) has been around since 2012. You will find professional Adobe Photoshop Tutorials for photo manipulation, compositing, retouching, text effects, and much more.  I keep the tutorials concise, simple, and fluff-free. PTC's mantra is simple: ""just show me how you did that.""  In my 20-year professional career, I've worked with some of the world's…",0.207,0.117,598
c08,Products / Time / Step,UChYbZdv4UApRyuAwCKMVuYg,Pixel Film Studios,"Established in 2006, Aliso Viejo, California-based Pixel Film Studios is an innovative developer of visual effects tools for the post-production and broadcast community. Their products are integrated with popular non-linear editing and compositing products from Apple FCPX. All Apple, the Apple logo, and Macintosh are registered trademarks of Apple Inc. in the U.S. and/or other countries. All other trademarks and trade names are the property of their respective owners.  https://linktr.ee/pixelfil…",0.231,0.133,1933
c05,Business / Digital / Inquiries,UCtrdEiQnaRrmseXgggjt3Dw,Plaid Crafts,"We are makers of FolkArt Paint, Mod Podge, Apple Barrel Paint,  Bucilla & more! Connect with us across social media (@PlaidCrafts) for craft inspiration, discover DIY ideas, and chances to win Plaid goodies! Don’t forget to tag #PlaidCrafts to share your work with us!  For craft projects and craft product information visit: http://www.plaidonline.com",0.144,0.081,1883
c14,Gardening / Garden / Show,UCnA2IGSh8jOPPiz20oamKzA,Planet Fitness Beginner,"For $10 a month and 24/7 access to the gym plus a free trainer anytime you'd like, you'd be crazy not to join Planet Fitness! We're going to show you everything you need to know about joining planet fitness and the basics of working out here. We have videos on all the basics of this gym and similar types of gyms. Please subscribe to our channel. Thank you!",0.183,0.108,42
c14,Gardening / Garden / Show,UC-MEgsEcEkbSuPWpu4a-PzQ,Plini,Bedroom musician from Sydney. I like food and stuff.,0.149,0.121,132
c06,History / World / Every,UCKRoXz3hHAu2XL_k3Ef4vJQ,Pod Save America,"Pod Save America is a no-bullshit conversation about politics hosted by former Obama aides Jon Favreau, Jon Lovett, Dan Pfeiffer, and Tommy Vietor. It cuts through the noise to break down the week’s news and helps people figure out what matters and how they can help. They’re regularly joined by journalists, activists, politicians, entertainers, and world leaders. You can check out new episodes every Tuesday and Friday right here or wherever you get your podcasts.  Crooked Media is a company dedi…",0.232,0.128,3100
c01,David / Elizabeth / Gravelle,UCDe08Fs0s0YKJuk5h45csAQ,Polyphia,Your destination for the best video content for all things Polyphia. Subscribe now to be the first to know when we post new videos!,0.151,0.103,175
c05,Business / Digital / Inquiries,UCSiPjfAJBgbFlIUsxOWpK0w,PomplamooseMusic,"To support our home-grown music: http://www.patreon.com/Pomplamoose  Fan Mail: 600 Townsend, San Francisco, CA, 94103  Press Inquiries for Jack: press@patreon.com  (please do not use for band-business related inquiries or other business communication -- see below for all business inquiries).  Booking: info@highroadtouring.com  Business / Licensing / Permission Requests / Legal: info@pomplamoose.com",0.291,0.141,580
c01,David / Elizabeth / Gravelle,UCbU6Rve0XMNZ2a2yaYgjlTA,Pondering Politics,"I'm Jessiah, an American politics geek who wants to see more progressive policy, a more ruthless Democratic Party, and the defeat of Trump's authoritarianism.",0.138,0.063,3142
c04,Accounting / Healthy / Cpa,UCaw4VmRW8SfygV2u044OpoQ,POP PSYCH,"Welcome to my channel!    I am a licensed Psychologist, with an M.A. in Marriage and Family Therapy, and a Ph.D. in Counseling Psychology.  I am a corporate psychologist, consultant, and executive coach.   This is intended to be a flexible channel that allows me to comment on popular culture, discuss trends in psychology, and help viewers approach their lives and relationships with more intentionality.  SOCIAL TikTok : @realpoppsych Insta @realpoppsych Facebook @realpoppsych   GET THAT MERCH htt…",0.304,0.255,938
c02,Youtube / Pakman / Clips,UC9OFhiq5cs10XYGDwBO_7xg,Porcupine Tree,This is the official YouTube channel for Porcupine Tree.,0.196,0.185,49
c03,Com / Www / Facebook,UCWSRFubEPtc-EvqNChdc-ZQ,Portal Joss Stone,Portal Joss Stone www.facebook.com/PortalJossStone www.twitter.com/PortalJossStone www.instagram.com/PortalJossStone,0.384,0.349,244
c14,Gardening / Garden / Show,UCrZ58f5yvy0HQ9hm-hZ1H_g,Portland Life,"Moving to Portland, Oregon? Book a call! Call #503-804-1466  We are all about Portland Living. We serve the surrounding Portland suburbs and beyond. If you want to know everything about living in Portland and surrounding areas, subscribe to our channel & tap the bell for notifications. You'll be the first to know about the current Portland Oregon Real Estate Market.   Whether your moving in 2 months or 2 years give us a call, shoot us a text or send us an email so we can make a smooth move to Po…",0.141,0.072,147
c06,History / World / Every,UCMOqf8ab-42UUQIdVoKwjlQ,Practical Engineering,"Practical Engineering is all about infrastructure and the human-made world around us. It is hosted, written, and produced by civil engineer, Grady Hillhouse. We have new videos posted every first and third Tuesday, so please subscribe for updates.  Practical Engineering: Deciphering Our Constructed World  CONTACT --------------------------------------------- Questions/Topic Suggestions: https://practical.engineering/about Sponsorship/Business Inquiries: See below",0.235,0.121,226
c09,Get / Podcast / Business,UCZa-aF5az5nT4PL4XecbCNw,Primal Investor,On A Journey To Elevate Financial Literacy & Progress.,0.12,0.098,150
c02,Youtube / Pakman / Clips,UClyyA0EAUcQ34b7jdFn1m_Q,ProCamera,"Welcome to the next dimension in mobile photography. ProCamera is an all-in-one app that features photo, video, and editing capabilities using state-of-the-art technology. It ushers in a new era of mobile photography and raises the bar for camera apps. ProCamera also shoots stunning HDR photos and sports an intuitive and elegant interface. Capture the moment!",0.181,0.001,30
c14,Gardening / Garden / Show,UCQGv_dy-oLeu5SSgz2_8i8w,Project Diaries,"Welcome to Project Diaries! ​ Project Diaries is an ever growing Gardening Community and information Youtube Channel based on projects I've done or have been interested in doing as Hobbies using free, very cheap or recycled materials. I also make tutorials on How-to harvest seeds from food waste and grow many things from start to finish. This Channel started after I built a Potting Shed for my Grandad using 100% FREE reclaimed and salvaged materials. Unfortunately he suffered a Stroke during the…",0.237,0.11,136
c05,Business / Digital / Inquiries,UC2rzsm1Qi6N1X-wuOg_p0Ng,Project Farm,"I test all sorts of things, from tools to automotive products, to help viewers make informed purchasing decisions and to avoid getting ripped off.  Also, I have awesome Patreon supporters, which allows me to decline all sponsorships and promotional items from manufacturers and to offer the most unbiased reviews you'll find anywhere.  Please watch a couple of videos and consider subscribing.      Thank you and best regards,  Todd Project Farm, LLC",0.184,0.072,481
c13,News / Military / China,UCX6c6hTIqcphjMsXbeanJ1g,Prompt Engineer,"Join the AI, AGI, ASI Revolution !  Stay updated with all the latest advancements in the world of Artificial Intelligence. This channel is your ultimate destination for the most recent developments and insights, all at your fingertips.  Join us to keep a vigilant eye on the cutting-edge of technology and be part of the AI revolution!  Topics: Latest Trends on AI, LLMs, OpenAI, Anthroic, Google, Coding, Python, AutoGen, MemGPT, AutoGPT, API Integration, RunPoDs, Devika, Salad GPU, Microsoft Azure…",0.161,0.069,378
c06,History / World / Every,UCNB_pp1iJiEDvTxO5wENMZA,Puddle Of Mudd TV,"Welcome to the Official Puddle of Mudd YouTube Channel - Puddle Of Mudd TV! Follow the band LIVE, join the band on stage and get a virtual backstage pass for all things Puddle Of Mudd! Plus Subscribe to the channel and CLICK THE BELL to receive notifications when the band releases NEW Videos, Albums, Interviews, and experience the band LlVE will full access to amazing shows as they happen! Subscribe NOW!",0.177,0.118,239
c08,Products / Time / Step,UCK5-hzSvMAPSSo2vH_LtNKw,Quazi Johir,"I started this channel in 2018, when I was deeply frustrated with the thought of working a 9-5 corporate job for the next 40 years, only to enjoy my life after I retired...  Within 2 years of starting this channel and sharing all of the principles I share, I was not only able to make enough to quit my job, but made my first $1M in 2020, at the age of 23.  On this channel, I share my lessons in entrepreneurship, life & the deeper principles that govern reality.  My hope is you will apply these te…",0.238,0.113,932
